id_pedido,id_cliente,data_pedido,status_pedido
1682,57,2024-12-09,Entregue
1683,44,2023-07-28,Entregue
1684,181,2024-09-02,Entregue
1685,25,2024-12-18,Cancelado
1686,79,2024-12-05,Entregue
1687,175,2023-03-13,Entregue
1688,117,2024-11-13,Entregue
1689,6,2023-03-20,Cancelado
1690,3,2024-08-31,Entregue
1691,150,2024-06-21,Entregue
1692,43,2023-04-13,Cancelado
1693,86,2023-09-17,Entregue
1694,91,2023-11-05,Entregue
1695,170,2024-10-17,Entregue
1696,57,2024-11-06,Entregue
1697,128,2023-02-01,Cancelado
1698,179,2024-03-17,Cancelado
1699,23,2024-11-26,Entregue
1700,135,2023-06-29,Em processamento
1701,90,2023-12-06,Entregue
1702,71,2023-11-13,Enviado
1703,134,2024-12-19,Enviado
1704,32,2023-12-22,Entregue
1705,128,2024-12-02,Em processamento
1706,39,2023-06-16,Entregue
1707,17,2023-10-29,Entregue
1708,56,2023-05-07,Entregue
1709,2,2024-03-16,Entregue
1710,13,2023-09-15,Entregue
1711,129,2024-11-12,Enviado
1712,40,2023-07-21,Entregue
1713,75,2023-08-13,Entregue
1714,64,2024-11-25,Entregue
1715,103,2023-11-06,Entregue
1716,145,2023-11-27,Entregue
1717,175,2023-07-24,Entregue
1718,142,2023-07-24,Entregue
1719,77,2024-03-23,Entregue
1720,114,2024-12-11,Em processamento
1721,183,2024-07-26,Cancelado
1722,108,2024-01-18,Entregue
1723,145,2023-10-28,Entregue
1724,33,2023-02-25,Entregue
1725,167,2023-04-20,Entregue
1726,75,2024-11-21,Em processamento
1727,14,2024-12-19,Entregue
1728,144,2024-05-22,Em processamento
1729,164,2023-06-08,Entregue
1730,185,2023-04-28,Entregue
1731,155,2023-05-04,Entregue
1732,53,2024-06-01,Entregue
1733,32,2023-11-04,Entregue
1734,61,2024-07-13,Enviado
1735,175,2024-09-23,Entregue
1736,163,2023-01-23,Cancelado
1737,169,2023-09-04,Cancelado
1738,180,2024-07-13,Entregue
1739,75,2024-11-14,Entregue
1740,179,2024-03-11,Entregue
1741,118,2023-05-04,Entregue
1742,149,2023-11-07,Em processamento
1743,169,2024-09-26,Entregue
1744,36,2024-04-14,Entregue
1745,92,2024-05-30,Em processamento
1746,135,2023-12-27,Enviado
1747,87,2023-05-24,Cancelado
1748,169,2023-11-07,Entregue
1749,166,2024-05-10,Entregue
1750,156,2024-11-05,Em processamento
1751,130,2024-11-05,Entregue
1752,179,2023-11-28,Enviado
1753,90,2024-02-18,Entregue
1754,41,2023-08-26,Entregue
1755,128,2024-11-26,Cancelado
1756,60,2023-08-31,Entregue
1757,99,2023-04-28,Cancelado
1758,19,2023-11-25,Entregue
1759,97,2023-07-20,Entregue
1760,174,2023-10-20,Cancelado
1761,42,2023-07-16,Entregue
1762,162,2024-11-15,Entregue
1763,36,2023-01-06,Entregue
1764,146,2023-12-15,Cancelado
1765,165,2023-03-10,Entregue
1766,110,2024-10-02,Entregue
1767,146,2023-03-22,Entregue
1768,77,2023-04-14,Entregue
1769,14,2023-01-24,Entregue
1770,65,2024-09-17,Entregue
1771,80,2023-02-03,Entregue
1772,52,2023-03-02,Enviado
1773,85,2024-11-10,Entregue
1774,61,2024-05-20,Enviado
1775,157,2023-02-06,Entregue
1776,107,2023-04-17,Entregue
1777,58,2024-10-27,Entregue
1778,78,2023-08-22,Entregue
1779,7,2023-02-23,Entregue
1780,179,2023-05-09,Entregue
1781,141,2023-05-22,Entregue
1782,158,2024-01-12,Entregue
1783,112,2023-03-01,Entregue
1784,151,2023-01-11,Cancelado
1785,138,2024-08-04,Entregue
1786,185,2023-03-20,Entregue
1787,47,2023-10-17,Entregue
1788,155,2024-11-01,Entregue
1789,34,2024-09-12,Em processamento
1790,32,2024-11-03,Entregue
1791,140,2023-08-14,Entregue
1792,94,2024-07-18,Em processamento
1793,63,2023-11-23,Entregue
1794,27,2023-02-25,Entregue
1795,181,2023-03-22,Entregue
1796,134,2023-08-25,Enviado
1797,54,2023-05-06,Entregue
1798,10,2023-04-27,Entregue
1799,70,2023-11-04,Entregue
1800,16,2024-01-27,Entregue
1801,58,2023-07-30,Em processamento
1802,111,2024-06-29,Entregue
1803,9,2024-08-28,Entregue
1804,88,2024-09-28,Entregue
1805,15,2024-11-25,Entregue
1806,119,2023-09-24,Entregue
1807,120,2023-09-01,Entregue
1808,72,2024-11-29,Entregue
1809,64,2024-07-09,Enviado
1810,102,2024-01-06,Entregue
1811,168,2024-09-14,Entregue
1812,146,2024-11-07,Entregue
1813,46,2024-03-26,Entregue
1814,92,2024-07-23,Entregue
1815,149,2023-03-23,Enviado
1816,142,2023-11-18,Entregue
1817,47,2023-10-10,Entregue
1818,33,2024-11-02,Entregue
1819,168,2023-02-09,Entregue
1820,113,2024-08-16,Enviado
1821,184,2023-08-22,Em processamento
1822,67,2023-09-21,Entregue
1823,139,2023-12-25,Entregue
1824,114,2023-08-31,Enviado
1825,96,2024-11-28,Em processamento
1826,110,2023-10-17,Entregue
1827,156,2024-01-04,Entregue
1828,167,2023-06-14,Entregue
1829,39,2024-08-28,Enviado
1830,55,2023-11-17,Cancelado
1831,131,2023-08-09,Enviado
1832,9,2024-11-03,Entregue
1833,167,2024-06-24,Entregue
1834,156,2024-06-16,Entregue
1835,50,2024-08-12,Entregue
1836,85,2024-01-06,Entregue
1837,30,2024-12-10,Cancelado
1838,105,2024-01-06,Enviado
1839,130,2023-08-24,Entregue
1840,59,2024-11-12,Entregue
1841,74,2023-12-16,Entregue
1842,105,2024-04-09,Entregue
1843,108,2023-04-14,Entregue
1844,111,2023-03-16,Entregue
1845,100,2024-03-08,Entregue
1846,179,2024-07-24,Entregue
1847,31,2023-12-11,Enviado
1848,28,2023-02-16,Entregue
1849,115,2024-03-22,Entregue
1850,180,2024-06-05,Entregue
1851,152,2024-08-30,Em processamento
1852,117,2024-01-24,Entregue
1853,131,2024-08-25,Cancelado
1854,25,2023-08-26,Entregue
1855,13,2024-03-12,Entregue
1856,82,2023-08-04,Entregue
1857,148,2024-09-22,Entregue
1858,73,2023-06-19,Entregue
1859,125,2024-03-25,Entregue
1860,74,2024-11-13,Entregue
1861,53,2023-06-22,Entregue
1862,139,2023-01-27,Entregue
1863,147,2024-06-17,Entregue
1864,76,2023-05-03,Entregue
1865,127,2023-09-27,Entregue
1866,72,2024-11-15,Entregue
1867,21,2023-12-01,Entregue
1868,71,2023-11-19,Entregue
1869,111,2024-06-17,Enviado
1870,170,2024-10-03,Enviado
1871,161,2023-01-09,Enviado
1872,97,2024-05-23,Entregue
1873,163,2023-08-08,Entregue
1874,126,2024-12-28,Entregue
1875,177,2024-10-15,Entregue
1876,169,2024-11-15,Enviado
1877,101,2024-09-04,Entregue
1878,76,2023-04-09,Cancelado
1879,74,2023-11-30,Entregue
1880,30,2023-11-23,Entregue
1881,179,2024-12-04,Entregue
1882,69,2024-06-03,Entregue
1883,16,2024-02-26,Entregue
1884,109,2024-02-13,Entregue
1885,69,2023-12-14,Entregue
1886,79,2024-04-03,Enviado
1887,43,2024-07-02,Enviado
1888,29,2023-12-08,Entregue
1889,142,2024-06-15,Entregue
1890,51,2023-08-23,Entregue
1891,96,2023-12-06,Enviado
1892,64,2023-01-14,Entregue
1893,135,2024-05-11,Entregue
1894,78,2023-01-25,Cancelado
1895,177,2023-09-11,Cancelado
1896,32,2023-03-20,Cancelado
1897,181,2024-03-01,Cancelado
1898,139,2024-02-05,Enviado
1899,80,2023-11-28,Cancelado
1900,6,2023-11-06,Entregue
1901,26,2023-10-26,Entregue
1902,105,2024-07-28,Entregue
1903,180,2024-01-27,Entregue
1904,101,2023-04-21,Enviado
1905,7,2024-04-02,Enviado
1906,28,2024-10-20,Entregue
1907,162,2023-03-27,Entregue
1908,54,2023-03-27,Enviado
1909,122,2023-09-16,Cancelado
1910,87,2023-06-04,Em processamento
1911,145,2024-09-05,Entregue
1912,69,2024-12-07,Enviado
1913,126,2024-10-29,Entregue
1914,182,2024-05-09,Cancelado
1915,21,2023-04-18,Entregue
1916,97,2023-05-05,Entregue
1917,30,2024-05-22,Entregue
1918,125,2024-07-14,Entregue
1919,76,2023-05-01,Entregue
1920,185,2024-11-23,Entregue
1921,158,2023-06-19,Entregue
1922,176,2023-05-19,Em processamento
1923,122,2023-01-11,Entregue
1924,39,2024-04-26,Entregue
1925,80,2024-12-19,Em processamento
1926,25,2023-04-07,Entregue
1927,153,2023-06-10,Enviado
1928,144,2023-08-20,Entregue
1929,50,2023-10-09,Entregue
1930,150,2023-11-10,Cancelado
1931,104,2023-10-14,Enviado
1932,27,2024-01-28,Cancelado
1933,152,2024-09-11,Cancelado
1934,158,2024-11-15,Entregue
1935,44,2023-08-10,Enviado
1936,38,2023-05-27,Entregue
1937,83,2023-02-23,Entregue
1938,109,2024-11-11,Entregue
1939,129,2023-05-01,Entregue
1940,97,2023-12-30,Entregue
1941,82,2024-06-27,Enviado
1942,55,2024-07-25,Entregue
1943,167,2023-12-23,Entregue
1944,120,2024-11-17,Entregue
1945,55,2023-07-15,Entregue
1946,3,2023-07-20,Entregue
1947,50,2023-12-03,Entregue
1948,65,2024-09-13,Em processamento
1949,71,2024-12-22,Enviado
1950,15,2024-10-09,Entregue
1951,122,2023-04-17,Entregue
1952,157,2024-12-31,Cancelado
1953,46,2023-05-15,Entregue
1954,15,2023-03-05,Entregue
1955,72,2023-01-18,Em processamento
1956,82,2024-12-27,Enviado
1957,185,2024-11-11,Em processamento
1958,172,2023-03-04,Cancelado
1959,129,2023-03-27,Entregue
1960,71,2024-09-15,Entregue
1961,105,2023-01-04,Enviado
1962,90,2023-05-01,Enviado
1963,179,2024-04-19,Entregue
1964,47,2023-03-30,Enviado
1965,161,2023-01-11,Entregue
1966,118,2023-09-10,Em processamento
1967,165,2023-05-16,Entregue
1968,181,2023-10-21,Entregue
1969,145,2023-11-20,Entregue
1970,70,2023-07-24,Entregue
1971,67,2024-12-15,Entregue
1972,126,2023-12-30,Entregue
1973,165,2024-06-19,Enviado
1974,176,2023-06-24,Enviado
1975,99,2024-03-20,Em processamento
1976,74,2023-08-01,Entregue
1977,142,2023-10-03,Cancelado
1978,54,2023-09-22,Entregue
1979,9,2024-10-08,Entregue
1980,120,2024-08-23,Enviado
1981,97,2024-11-05,Entregue
1982,83,2024-12-19,Entregue
1983,3,2023-06-12,Entregue
1984,87,2023-11-10,Entregue
1985,48,2023-01-23,Enviado
1986,117,2024-09-07,Em processamento
1987,103,2023-11-04,Entregue
1988,130,2023-04-21,Cancelado
1989,69,2024-08-14,Entregue
1990,42,2024-06-08,Entregue
1991,153,2023-11-13,Cancelado
1992,37,2023-12-21,Entregue
1993,118,2023-11-05,Entregue
1994,61,2023-07-28,Cancelado
1995,63,2024-01-19,Entregue
1996,89,2024-12-04,Entregue
1997,121,2024-11-15,Entregue
1998,181,2023-04-09,Entregue
1999,35,2024-06-30,Entregue
2000,172,2024-08-23,Enviado
2001,46,2023-08-29,Entregue
2002,129,2024-10-23,Entregue
2003,49,2023-02-15,Entregue
2004,24,2023-12-14,Entregue
2005,109,2023-06-04,Entregue
2006,173,2024-05-07,Entregue
2007,46,2023-06-17,Entregue
2008,28,2023-12-21,Entregue
2009,168,2023-01-13,Entregue
2010,148,2024-06-03,Entregue
2011,3,2024-11-17,Cancelado
2012,14,2023-11-07,Cancelado
2013,163,2024-03-10,Entregue
2014,99,2024-11-21,Entregue
2015,87,2024-12-25,Entregue
2016,132,2024-04-10,Entregue
2017,73,2023-02-10,Entregue
2018,118,2024-01-11,Enviado
2019,176,2024-01-14,Entregue
2020,173,2023-07-03,Entregue
2021,5,2024-04-02,Enviado
2022,10,2024-09-02,Cancelado
2023,10,2023-09-12,Entregue
2024,25,2023-10-09,Entregue
2025,177,2024-09-24,Cancelado
2026,135,2023-03-20,Entregue
2027,38,2023-04-14,Cancelado
2028,21,2023-11-06,Entregue
2029,48,2023-11-07,Entregue
2030,63,2024-03-23,Em processamento
2031,48,2023-10-07,Entregue
2032,5,2023-10-09,Enviado
2033,163,2023-11-22,Entregue
2034,5,2024-12-27,Entregue
2035,157,2024-08-25,Enviado
2036,85,2024-07-08,Enviado
2037,4,2023-12-18,Entregue
2038,114,2024-05-25,Em processamento
2039,44,2024-11-20,Entregue
2040,9,2024-11-07,Entregue
2041,162,2024-05-13,Entregue
2042,22,2024-06-26,Entregue
2043,81,2023-01-31,Enviado
2044,43,2024-10-01,Entregue
2045,107,2023-05-15,Entregue
2046,25,2024-02-10,Entregue
2047,147,2023-10-24,Entregue
2048,103,2024-07-17,Cancelado
2049,56,2023-10-13,Entregue
2050,162,2024-10-13,Entregue
2051,137,2024-02-06,Entregue
2052,127,2024-04-20,Entregue
2053,41,2023-07-01,Entregue
2054,137,2024-11-02,Entregue
2055,99,2024-03-04,Enviado
2056,8,2024-09-25,Enviado
2057,159,2023-11-29,Entregue
2058,146,2024-10-31,Entregue
2059,50,2023-09-03,Em processamento
2060,52,2023-11-27,Entregue
2061,8,2024-04-15,Enviado
2062,114,2023-06-13,Cancelado
2063,18,2024-11-29,Entregue
2064,121,2024-01-30,Entregue
2065,67,2024-07-04,Cancelado
2066,156,2023-01-25,Cancelado
2067,16,2023-02-10,Em processamento
2068,131,2023-04-17,Entregue
2069,149,2024-01-11,Entregue
2070,37,2023-08-04,Entregue
2071,165,2024-12-11,Em processamento
2072,126,2023-12-17,Entregue
2073,85,2024-08-04,Entregue
2074,36,2023-01-27,Entregue
2075,145,2023-11-11,Entregue
2076,146,2024-10-11,Em processamento
2077,113,2024-11-20,Cancelado
2078,178,2023-05-12,Entregue
2079,99,2024-08-20,Enviado
2080,4,2023-09-23,Entregue
2081,133,2024-10-21,Entregue
2082,81,2024-06-19,Entregue
2083,166,2024-05-08,Entregue
2084,4,2024-11-15,Entregue
2085,58,2023-11-13,Entregue
2086,72,2024-06-20,Entregue
2087,52,2023-12-04,Entregue
2088,142,2023-02-27,Entregue
2089,64,2023-09-08,Cancelado
2090,47,2023-09-08,Em processamento
2091,117,2023-07-01,Enviado
2092,69,2024-07-19,Cancelado
2093,49,2023-05-16,Entregue
2094,54,2023-08-22,Cancelado
2095,149,2024-05-03,Entregue
2096,14,2023-11-23,Entregue
2097,51,2024-05-04,Entregue
2098,122,2023-07-22,Enviado
2099,56,2024-08-05,Entregue
2100,29,2024-09-07,Entregue
2101,127,2024-10-08,Entregue
2102,124,2024-06-10,Em processamento
2103,77,2023-09-12,Em processamento
2104,144,2024-05-30,Entregue
2105,29,2023-11-23,Entregue
2106,121,2024-05-22,Entregue
2107,111,2024-11-20,Entregue
2108,88,2023-07-07,Entregue
2109,60,2023-08-07,Entregue
2110,82,2024-12-02,Enviado
2111,54,2023-11-28,Cancelado
2112,102,2023-11-30,Entregue
2113,168,2023-10-03,Entregue
2114,121,2023-11-07,Entregue
2115,86,2023-11-19,Entregue
2116,145,2024-02-18,Entregue
2117,91,2023-07-27,Em processamento
2118,66,2023-01-25,Entregue
2119,84,2023-10-08,Entregue
2120,42,2023-11-30,Cancelado
2121,152,2024-12-24,Entregue
2122,156,2024-08-23,Entregue
2123,15,2024-10-16,Entregue
2124,95,2023-03-17,Cancelado
2125,106,2024-08-26,Entregue
2126,144,2023-04-01,Entregue
2127,147,2024-12-17,Em processamento
2128,81,2023-08-08,Entregue
2129,59,2024-04-16,Entregue
2130,174,2024-12-21,Enviado
2131,6,2023-05-24,Entregue
2132,110,2024-06-08,Enviado
2133,112,2024-05-18,Entregue
2134,163,2024-08-01,Enviado
2135,29,2024-06-28,Entregue
2136,23,2024-12-01,Entregue
2137,120,2023-03-16,Enviado
2138,87,2024-02-04,Entregue
2139,3,2023-08-19,Entregue
2140,67,2023-12-01,Em processamento
2141,171,2024-08-13,Cancelado
2142,38,2023-07-31,Entregue
2143,7,2024-07-07,Entregue
2144,84,2023-11-19,Em processamento
2145,54,2023-07-26,Entregue
2146,70,2023-01-28,Entregue
2147,32,2024-01-20,Cancelado
2148,54,2024-01-25,Entregue
2149,103,2023-07-23,Entregue
2150,152,2023-05-08,Entregue
2151,130,2023-05-05,Entregue
2152,31,2023-11-21,Entregue
2153,24,2024-06-03,Entregue
2154,131,2023-01-17,Entregue
2155,103,2023-04-13,Entregue
2156,17,2024-10-29,Em processamento
2157,22,2023-11-28,Entregue
2158,46,2024-08-01,Entregue
2159,40,2023-02-09,Entregue
2160,170,2023-10-28,Entregue
2161,41,2024-03-05,Entregue
2162,39,2024-11-15,Entregue
2163,42,2023-11-10,Entregue
2164,68,2024-09-28,Entregue
2165,85,2023-06-23,Entregue
2166,26,2023-01-16,Entregue
2167,24,2024-07-03,Enviado
2168,164,2023-01-01,Entregue
2169,66,2023-05-12,Entregue
2170,94,2024-08-07,Entregue
2171,132,2023-05-27,Entregue
2172,25,2024-02-18,Enviado
2173,27,2023-09-13,Entregue
2174,169,2023-11-05,Entregue
2175,172,2023-05-15,Entregue
2176,170,2023-05-29,Entregue
2177,99,2024-10-09,Entregue
2178,47,2023-01-15,Entregue
2179,61,2023-06-15,Entregue
2180,147,2024-05-07,Entregue
2181,49,2024-08-14,Entregue
2182,117,2024-09-28,Entregue
2183,31,2023-07-10,Entregue
2184,141,2024-11-15,Cancelado
2185,133,2023-09-27,Entregue
2186,110,2024-10-19,Entregue
2187,33,2023-04-07,Entregue
2188,29,2023-05-04,Entregue
2189,33,2023-12-22,Entregue
2190,142,2024-05-31,Entregue
2191,50,2023-12-29,Cancelado
2192,39,2024-06-21,Entregue
2193,93,2024-07-06,Entregue
2194,43,2024-01-19,Em processamento
2195,43,2024-09-25,Cancelado
2196,184,2024-09-16,Entregue
2197,72,2024-02-15,Entregue
2198,108,2024-05-02,Entregue
2199,185,2023-11-04,Entregue
2200,182,2023-03-10,Entregue
2201,36,2023-05-28,Entregue
2202,63,2024-10-23,Enviado
2203,50,2023-03-14,Entregue
2204,36,2024-02-16,Cancelado
2205,150,2024-11-19,Entregue
2206,37,2024-11-19,Entregue
2207,3,2024-10-14,Entregue
2208,135,2024-11-07,Entregue
2209,139,2024-09-16,Entregue
2210,185,2023-02-11,Entregue
2211,29,2024-08-22,Em processamento
2212,178,2024-01-07,Em processamento
2213,127,2024-03-07,Entregue
2214,72,2023-03-27,Em processamento
2215,125,2024-11-12,Cancelado
2216,182,2024-05-14,Enviado
2217,97,2024-11-14,Enviado
2218,28,2024-08-12,Cancelado
2219,62,2023-02-10,Entregue
2220,118,2023-01-27,Entregue
2221,7,2023-04-12,Entregue
2222,8,2023-09-17,Em processamento
2223,89,2023-09-12,Entregue
2224,84,2024-10-12,Entregue
2225,54,2023-04-02,Enviado
2226,138,2023-08-22,Entregue
2227,26,2023-11-17,Enviado
2228,48,2024-01-27,Em processamento
2229,125,2023-12-26,Entregue
2230,93,2023-11-27,Entregue
2231,149,2023-11-14,Em processamento
2232,165,2024-07-27,Enviado
2233,138,2023-07-02,Em processamento
2234,20,2023-07-23,Em processamento
2235,154,2024-11-10,Entregue
2236,38,2023-12-15,Entregue
2237,35,2024-01-30,Cancelado
2238,76,2023-03-26,Entregue
2239,114,2023-02-11,Entregue
2240,171,2023-10-08,Entregue
2241,178,2023-08-13,Entregue
2242,113,2023-05-29,Entregue
2243,6,2024-03-25,Enviado
2244,146,2023-07-16,Entregue
2245,149,2023-09-27,Entregue
2246,61,2023-11-24,Entregue
2247,178,2023-05-18,Em processamento
2248,64,2024-07-02,Enviado
2249,59,2023-12-23,Em processamento
2250,142,2023-06-25,Entregue
2251,144,2023-06-01,Entregue
2252,17,2024-05-17,Cancelado
2253,35,2024-02-10,Entregue
2254,80,2023-11-08,Enviado
2255,131,2024-02-21,Entregue
2256,175,2024-08-23,Entregue
2257,157,2024-06-26,Entregue
2258,50,2023-12-06,Entregue
2259,147,2023-07-07,Entregue
2260,46,2024-12-25,Entregue
2261,128,2023-04-03,Entregue
2262,52,2023-08-21,Em processamento
2263,163,2023-03-25,Cancelado
2264,25,2024-06-20,Enviado
2265,16,2024-07-24,Entregue
2266,25,2023-06-22,Entregue
2267,4,2023-01-05,Entregue
2268,8,2024-05-25,Entregue
2269,89,2024-08-10,Entregue
2270,181,2024-03-31,Entregue
2271,138,2023-11-16,Entregue
2272,90,2024-11-30,Entregue
2273,43,2024-09-09,Enviado
2274,87,2024-11-15,Entregue
2275,64,2024-01-10,Entregue
2276,49,2024-02-18,Entregue
2277,123,2024-11-06,Enviado
2278,26,2024-06-16,Em processamento
2279,83,2024-12-20,Entregue
2280,140,2024-10-20,Entregue
2281,35,2024-03-12,Entregue
2282,22,2024-05-17,Entregue
2283,83,2024-02-03,Cancelado
2284,74,2024-12-01,Entregue
2285,11,2023-11-11,Cancelado
2286,147,2024-07-09,Entregue
2287,13,2024-07-01,Entregue
2288,99,2023-07-12,Entregue
2289,14,2024-11-28,Entregue
2290,26,2024-05-22,Enviado
2291,157,2023-01-16,Entregue
2292,53,2024-12-06,Entregue
2293,2,2024-02-16,Entregue
2294,154,2024-10-03,Em processamento
2295,70,2024-01-22,Entregue
2296,125,2024-04-04,Em processamento
2297,58,2023-04-29,Entregue
2298,18,2024-12-12,Entregue
2299,74,2023-09-25,Entregue
2300,102,2023-07-25,Entregue
2301,121,2024-05-05,Entregue
2302,10,2024-02-02,Cancelado
2303,178,2023-03-11,Enviado
2304,95,2023-11-22,Entregue
2305,146,2023-12-25,Em processamento
2306,15,2024-02-05,Entregue
2307,130,2023-03-07,Enviado
2308,50,2023-12-10,Entregue
2309,7,2024-03-27,Entregue
2310,155,2024-06-25,Entregue
2311,37,2023-02-28,Entregue
2312,105,2023-11-26,Entregue
2313,27,2024-12-01,Entregue
2314,1,2024-07-30,Entregue
2315,146,2024-10-05,Entregue
2316,19,2024-10-22,Em processamento
2317,158,2024-02-01,Cancelado
2318,61,2024-11-30,Entregue
2319,89,2023-06-06,Entregue
2320,58,2023-05-28,Cancelado
2321,45,2023-06-14,Entregue
2322,111,2023-11-04,Entregue
2323,106,2023-12-28,Entregue
2324,108,2024-04-08,Entregue
2325,119,2024-01-08,Em processamento
2326,103,2023-07-30,Em processamento
2327,49,2024-08-05,Cancelado
2328,169,2024-09-25,Entregue
2329,141,2024-02-23,Entregue
2330,55,2024-02-07,Entregue
2331,139,2024-10-29,Cancelado
2332,160,2024-02-27,Entregue
2333,87,2024-11-06,Entregue
2334,111,2023-06-26,Cancelado
2335,175,2024-10-18,Entregue
2336,39,2024-02-26,Entregue
2337,34,2024-05-13,Cancelado
2338,157,2023-03-08,Entregue
2339,14,2023-11-17,Entregue
2340,52,2023-11-11,Entregue
2341,160,2023-11-20,Entregue
2342,122,2023-12-13,Entregue
2343,78,2023-06-05,Entregue
2344,137,2024-09-25,Enviado
2345,142,2024-11-10,Entregue
2346,25,2023-02-10,Entregue
2347,122,2024-05-18,Em processamento
2348,146,2023-03-12,Enviado
2349,77,2024-11-24,Entregue
2350,29,2024-11-15,Enviado
2351,83,2023-03-27,Entregue
2352,5,2023-01-25,Entregue
2353,82,2023-06-20,Entregue
2354,180,2023-11-10,Entregue
2355,87,2023-02-11,Cancelado
2356,169,2023-12-07,Entregue
2357,160,2023-01-20,Entregue
2358,121,2024-01-25,Em processamento
2359,173,2023-12-10,Entregue
2360,109,2024-05-15,Entregue
2361,116,2024-11-18,Em processamento
2362,82,2023-04-20,Entregue
2363,96,2023-03-08,Entregue
2364,23,2023-03-19,Entregue
2365,88,2024-09-24,Enviado
2366,161,2023-03-25,Entregue
2367,24,2023-04-04,Em processamento
2368,60,2023-08-04,Entregue
2369,100,2023-11-25,Entregue
2370,122,2024-11-23,Entregue
2371,114,2023-03-23,Entregue
2372,68,2024-12-17,Cancelado
2373,20,2023-07-12,Entregue
2374,59,2023-06-16,Enviado
2375,76,2024-09-07,Enviado
2376,74,2023-08-12,Entregue
2377,62,2024-06-27,Em processamento
2378,65,2023-03-08,Entregue
2379,89,2024-03-16,Cancelado
2380,184,2024-04-01,Cancelado
2381,173,2023-04-01,Cancelado
2382,93,2024-12-15,Em processamento
2383,17,2024-08-05,Entregue
2384,116,2024-05-06,Entregue
2385,126,2023-11-17,Cancelado
2386,49,2024-04-17,Entregue
2387,119,2024-04-20,Entregue
2388,99,2024-10-09,Entregue
2389,4,2024-11-08,Entregue
2390,152,2023-07-08,Entregue
2391,101,2024-04-28,Entregue
2392,51,2023-06-12,Enviado
2393,72,2023-08-22,Enviado
2394,186,2024-05-26,Entregue
2395,125,2024-11-12,Entregue
2396,18,2023-11-28,Enviado
2397,75,2023-05-25,Entregue
2398,56,2023-11-12,Entregue
2399,162,2023-11-15,Entregue
2400,157,2024-06-26,Cancelado
2401,96,2024-04-29,Entregue
2402,95,2024-03-03,Entregue
2403,177,2023-11-17,Entregue
2404,72,2024-07-22,Entregue
2405,179,2023-11-26,Enviado
2406,59,2024-12-26,Entregue
2407,64,2024-05-15,Entregue
2408,81,2024-09-30,Entregue
2409,126,2023-09-30,Entregue
2410,50,2023-12-02,Enviado
2411,124,2024-07-29,Entregue
2412,82,2024-10-23,Enviado
2413,155,2023-05-04,Entregue
2414,50,2023-10-17,Entregue
2415,109,2023-01-12,Entregue
2416,37,2023-10-31,Em processamento
2417,165,2024-03-07,Entregue
2418,38,2024-07-22,Entregue
2419,81,2024-04-11,Em processamento
2420,156,2024-04-09,Enviado
2421,33,2023-11-27,Entregue
2422,14,2023-12-01,Entregue
2423,37,2023-11-19,Entregue
2424,141,2024-10-23,Entregue
2425,84,2023-11-28,Enviado
2426,11,2024-06-07,Em processamento
2427,183,2023-05-16,Entregue
2428,36,2023-06-05,Entregue
2429,183,2023-08-29,Entregue
2430,92,2023-12-13,Entregue
2431,18,2024-05-19,Entregue
2432,135,2023-08-01,Entregue
2433,67,2023-08-21,Em processamento
2434,175,2024-07-25,Em processamento
2435,179,2023-02-13,Entregue
2436,40,2023-05-21,Entregue
2437,100,2024-11-16,Entregue
2438,141,2023-03-11,Enviado
2439,10,2023-08-02,Entregue
2440,2,2023-12-24,Enviado
2441,95,2023-06-18,Entregue
2442,138,2024-09-29,Enviado
2443,96,2024-06-07,Entregue
2444,156,2023-09-20,Entregue
2445,67,2024-02-07,Entregue
2446,116,2023-01-30,Em processamento
2447,172,2023-07-29,Entregue
2448,100,2023-07-30,Enviado
2449,77,2024-12-07,Enviado
2450,78,2023-09-16,Entregue
2451,80,2023-01-13,Entregue
2452,86,2024-05-18,Enviado
2453,74,2024-11-14,Entregue
2454,20,2024-09-23,Entregue
2455,8,2024-09-26,Entregue
2456,71,2023-01-01,Entregue
2457,146,2023-06-13,Entregue
2458,56,2024-10-23,Entregue
2459,96,2023-03-19,Em processamento
2460,6,2023-11-01,Entregue
2461,78,2023-05-26,Entregue
2462,31,2024-11-29,Entregue
2463,45,2023-01-15,Cancelado
2464,61,2023-10-07,Em processamento
2465,145,2024-05-06,Em processamento
2466,40,2023-08-09,Em processamento
2467,97,2023-01-31,Entregue
2468,120,2024-02-27,Entregue
2469,148,2024-05-05,Entregue
2470,7,2024-11-18,Entregue
2471,61,2024-12-07,Entregue
2472,167,2024-12-20,Entregue
2473,184,2023-02-18,Entregue
2474,154,2024-07-07,Cancelado
2475,164,2023-12-22,Enviado
2476,103,2024-02-22,Entregue
2477,23,2024-09-08,Entregue
2478,86,2024-11-27,Entregue
2479,88,2024-10-02,Entregue
2480,139,2024-08-10,Entregue
2481,178,2024-02-10,Entregue
2482,29,2024-05-28,Entregue
2483,27,2024-08-12,Enviado
2484,171,2024-12-01,Entregue
2485,126,2023-04-30,Entregue
2486,141,2024-02-07,Entregue
2487,105,2023-04-19,Em processamento
2488,117,2024-05-22,Entregue
2489,178,2023-11-10,Entregue
2490,78,2023-07-15,Entregue
2491,76,2023-05-04,Cancelado
2492,175,2023-03-15,Entregue
2493,31,2024-11-08,Em processamento
2494,153,2023-11-04,Entregue
